/a/[/r/Antonym/,/c/ab/агыруа/n/,"/c/ab/аҧсуа/]	/r/Antonym	/c/ab/агыруа/n	/c/ab/аҧсуа	{""dataset"": ""/d/wiktionary/en"""," ""license"": ""cc:by-sa/4.0"""," ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"""," ""process"": ""/s/process/wikiparsec/2""}]"," ""weight"": 1.0}"
/a/[/r/Antonym/,/c/adx/thəχ_kwo/a/,"/c/adx/ʂap_wə/]	/r/Antonym	/c/adx/thəχ_kwo/a	/c/adx/ʂap_wə	{""dataset"": ""/d/wiktionary/fr"""," ""license"": ""cc:by-sa/4.0"""," ""sources"": [{""contributor"": ""/s/resource/wiktionary/fr"""," ""process"": ""/s/process/wikiparsec/2""}]"," ""weight"": 1.0}"
/a/[/r/Antonym/,/c/adx/tok_po/a/,"/c/adx/ʂa_wə/]	/r/Antonym	/c/adx/tok_po/a	/c/adx/ʂa_wə	{""dataset"": ""/d/wiktionary/fr"""," ""license"": ""cc:by-sa/4.0"""," ""sources"": [{""contributor"": ""/s/resource/wiktionary/fr"""," ""process"": ""/s/process/wikiparsec/2""}]"," ""weight"": 1.0}"
/a/[/r/Antonym/,/c/adx/ʂa_wə/a/,"/c/adx/tok_po/]	/r/Antonym	/c/adx/ʂa_wə/a	/c/adx/tok_po	{""dataset"": ""/d/wiktionary/fr"""," ""license"": ""cc:by-sa/4.0"""," ""sources"": [{""contributor"": ""/s/resource/wiktionary/fr"""," ""process"": ""/s/process/wikiparsec/2""}]"," ""weight"": 1.0}"
/a/[/r/Antonym/,/c/adx/ʂap_wə/a/,"/c/adx/thəχ_kwo/]	/r/Antonym	/c/adx/ʂap_wə/a	/c/adx/thəχ_kwo	{""dataset"": ""/d/wiktionary/fr"""," ""license"": ""cc:by-sa/4.0"""," ""sources"": [{""contributor"": ""/s/resource/wiktionary/fr"""," ""process"": ""/s/process/wikiparsec/2""}]"," ""weight"": 1.0}"
/a/[/r/Antonym/,/c/ae/𐬨𐬀𐬰𐬛𐬀𐬌𐬌𐬀𐬯𐬥𐬀/n/,"/c/ae/𐬛𐬀𐬉𐬎𐬎𐬀𐬌𐬌𐬀𐬯𐬥𐬀/]	/r/Antonym	/c/ae/𐬨𐬀𐬰𐬛𐬀𐬌𐬌𐬀𐬯𐬥𐬀/n	/c/ae/𐬛𐬀𐬉𐬎𐬎𐬀𐬌𐬌𐬀𐬯𐬥𐬀	{""dataset"": ""/d/wiktionary/en"""," ""license"": ""cc:by-sa/4.0"""," ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"""," ""process"": ""/s/process/wikiparsec/2""}]"," ""weight"": 1.0}"
/a/[/r/Antonym/,/c/ae/𐬵𐬎/,"/c/ae/𐬛𐬎𐬱/]	/r/Antonym	/c/ae/𐬵𐬎	/c/ae/𐬛𐬎𐬱	{""dataset"": ""/d/wiktionary/en"""," ""license"": ""cc:by-sa/4.0"""," ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"""," ""process"": ""/s/process/wikiparsec/2""}]"," ""weight"": 1.0}"
/a/[/r/Antonym/,/c/af/aanskakel/v/,"/c/af/afskakel/]	/r/Antonym	/c/af/aanskakel/v	/c/af/afskakel	{""dataset"": ""/d/wiktionary/en"""," ""license"": ""cc:by-sa/4.0"""," ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"""," ""process"": ""/s/process/wikiparsec/2""}]"," ""weight"": 1.0}"
/a/[/r/Antonym/,/c/af/afgaan/v/,"/c/af/opgaan/]	/r/Antonym	/c/af/afgaan/v	/c/af/opgaan	{""dataset"": ""/d/wiktionary/en"""," ""license"": ""cc:by-sa/4.0"""," ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"""," ""process"": ""/s/process/wikiparsec/2""}]"," ""weight"": 1.0}"
/a/[/r/Antonym/,/c/af/afskakel/v/,"/c/af/aanskakel/]	/r/Antonym	/c/af/afskakel/v	/c/af/aanskakel	{""dataset"": ""/d/wiktionary/en"""," ""license"": ""cc:by-sa/4.0"""," ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"""," ""process"": ""/s/process/wikiparsec/2""}]"," ""weight"": 1.0}"
/a/[/r/Antonym/,/c/af/aktiveer/v/,"/c/af/deaktiveer/]	/r/Antonym	/c/af/aktiveer/v	/c/af/deaktiveer	{""dataset"": ""/d/wiktionary/en"""," ""license"": ""cc:by-sa/4.0"""," ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"""," ""process"": ""/s/process/wikiparsec/2""}]"," ""weight"": 1.0}"
/a/[/r/Antonym/,/c/af/alkali/n/,"/c/af/suur/]	/r/Antonym	/c/af/alkali/n	/c/af/suur	{""dataset"": ""/d/wiktionary/en"""," ""license"": ""cc:by-sa/4.0"""," ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"""," ""process"": ""/s/process/wikiparsec/2""}]"," ""weight"": 1.0}"
/a/[/r/Antonym/,/c/af/blank/a/,"/c/af/swart/]	/r/Antonym	/c/af/blank/a	/c/af/swart	{""dataset"": ""/d/wiktionary/en"""," ""license"": ""cc:by-sa/4.0"""," ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"""," ""process"": ""/s/process/wikiparsec/2""}]"," ""weight"": 1.0}"
